Itens,Valor,qtd
Coragao Leao Atroz,0,False
Armadura Dragao Atroz,0,False
Acido Aurico Infinito:,0,False
Nostrum Yeloz,0,False
Lapis Capacete vVIS-,0,False
Nostrum Dominador de Armas,0,False
Lapis Puro,50000000,False
Lapis Capacete STR,0,False
Lapis Proibido LyS-,0,False
Agua Benta de Prolelium,0,False
Lapis do Engano Lv6-,0,False
Tormenta Tempestuosa-,0,False
Engolidor de Cadaver Legen.,0,False
Lapis Choque Terrestre Ly.1.,0,False
Lapis da Vida Lv6,0,False
Garra Nobre-,0,False
Bigorna do Amuleto Eterna,0,False
Luvas Conflito:,0,False
Luvas Obstinadas,0,False
Garra Ferro Yéenia-,0,False
Leao Furioso,0,False
Lapis Sabio Duplo Ly2-,0,False
Lapis Artesanal Duplo Ly4,0,False
Armadura Luminosa do Sabio-,0,False
Lapis Artesanal Duplo Lv1,0,False
Lapis Decd,0,False
Armadura de Campeao,0,False
Armadura do Feiticeiro,0,False
Calga Luminosa Suprema.,0,False
Anel do Sol Ardente-,0,False
coragao diabolico:,0,False
Pedra de Adamar,0,False
Couro magico:,0,False
Foice Infinito,0,False
Dente de Dragao Atroz,0,False
Armadura Adamas Anciao,0,False
Ganhadora Antiga Infinita,0,False
Anel de Ouro de Mago,400000000,False
Bota Luminosa Autoritas:,0,False
Calga Luminosa Autoritas,0,False
Armad. Luminosa Autoritas:,0,False
Bracadeira de Ouro de Oraculo,0,False
Agua Benta de Cantabilian:,0,False
Lapis Sabio Ly?,0,False
Lapis Pergaminho do Vento:,0,False
Amuleto de Ouro de Defensor,0,False
Runa de Ressurreigao 3h,6000000,True
Armadura Perseguidor de Terra:,0,False
Armadura Inferior Respland.,0,False
Lapis Interser,0,False
Heraldica da Condenagao,0,False
Amuleto de Ouro de Ranger,0,False
Bracadeira de Ouro de Ranger,0,False
Avambraco Caido Resplandes.,0,False
Armadura Luminosa do Sabio de Vento:,0,False
Lapis Mistico Lv?,0,False
Lapis Mecanico N° 3°,0,False
Alustera Infinito.,0,False
Espada Celestial Intinita.,0,False
Armadura Luminosa Suprema de Agua:,2000000000,False
Protetor da Vingan¢ga,0,False
Bota Luminosa Suprema,0,False
Botas de Vinganga Brilhantes |,0,False
Lapis Mistico Lv3-,40000000,True
Armadura Dragao Deusa,10000000,False
Runa de Batalha Real (7 dias),0,False
Elmo Luminoso Imperial,500000000,False
Bota Luminosa Matador,0,False
Beriunse,0,False
Lapis Mistico Triplo Definitivo:,0,False
Lapis Astucia Duplo Nv?,400000000,False
Lapis Sensato N. 9°,0,False
Lapis Mistico de Capacete Ly2-,0,False
Dual Safe Lapis Lv6-,0,False
Lapis Seguro de Capacete Ly2.,0,False
Armadura Luminosa Suprema |,0,False
Dual Mystic Lapis Lv6-,0,False
Dedo Divino Intinito:,0,False
Cajado Sabio Infinito.,0,False
Bracelete Brilhante da Deusa,0,False
Colar Brilhante da Deusa-,0,False
Runa de Batalha Fraca (7 dias).,0,False
Armadura Luminosa Imperial de Agua:,2000000000,False
Triturador de Almas Infinito,10000000,False
Manto Mion,10000000,False
Resistencia Eterna 30 dias,0,False
Luvas Unicornio Legendario |,0,False
Lapis das Sombras,0,False
Amago Arvore Dourada,0,False
Trigéemeos,0,False
Recreagao Max: DEX,0,False
Tiro de Pan,0,False
Bigorna do Anel Eterno:,0,False
Malha Luminosa Profana:,0,False
Sorvete de baunilha:,0,False
Calga Joia,0,False
Botas Joia,0,False
Parafuso Pequeno,0,False
Armagao de Metal,0,False
Fio Curto:,0,False
Placa Pequena de Metal,0,False
Placa Premium de Metal,0,False
Microplaca de Metal,0,False
Nanotio,0,False
Microtio |,0,False
Mapa da Masmorra (24h),0,False
Pedra Teleportadora,0,False
Globo Infinito.,0,False
Transporte ao Contrabando,0,False
Capacete Deinos Deusa_,0,False
Poeira Estelar Cadtica:,0,False
Fragmento de Estrela Infinita,0,False
Luvas Axo Atroz,0,False
Protetor Lusco Atroz,0,False
Fragmento de Metal Espacial,0,False
Armadura Inferior Axo Atroz:,0,False
Livro de Feitigos de Baixa Qualidade,0,False
Protetor de Forca Bruta,0,False
Escudo Farpado Atroz,0,False
Cortaria do Infinito |,0,False
Armadura Mistica Resplande.,0,False
Langa Dilaceradora,0,False
Mortificado,0,False
Lapis de Absorgao Ly9-,0,False
Armadura de Atirador,0,False
Deputado divino-,0,False
Lapis Agua do Medo Ly.2.,0,False
Medo Sombrio:,0,False
Elmo Luminoso Imperador,0,False
Calga Luminosa Imperador,0,False
Toque da Alma,0,False
Protetor Intimidante,0,False
Protetor de Tormento,0,False
Besta llusoria,0,False
Armadura Luminosa Imperador,0,False
Amuleto de Ouro de Oraculo,0,False
Lapis Congelador Ly?,0,False
Pergaminho de Aparencia,0,False
Anel de Ouro de Oraculo:,0,False
Lapis do Engano Ly4,0,False
Lapis Vigor Lv5-,0,False
Lapis Vigor Lv6-,0,False
Anel de Ouro de Lutador,0,False
Lapis Vigor Lv?,0,False
Manto Cheruvim,0,False
Pilula Pequena Removedora EXP,0,False
Elmo Luminoso Yinganga,0,False
Bota Luminosa Yinganca,0,False
Remedio da Resisténcia Ly3_,0,False
Teraphim Intinito-,0,False
Terror Intinito:,0,False
Capa Sorrateira:,0,False
Manopla de Imperador Respl.,0,False
Capa Prudente,0,False
Protetor Fatal de Fogo:,0,False
Capa da Besta,0,False
Bolsa classe Item Lv1,0,False
Luvas Fatais:,0,False
Machado do Observador,0,False
Capacete Contaminagao,0,False
VOo0 da Aquia Infinita:,0,False
Armadura Medicus:,0,False
Anel de Ouro de Cagador,0,False
Armadura Sensivel,0,False
Divisor de Dimensdes,0,False
Decreto de Deus,0,False
Elmo Sylma Neotito:,0,False
Gram Infinite,0,False
Calga Medicus,0,False
Sorriso da Deusa,0,False
Anel Resplandescente de De.,0,False
Elmo Luminoso de Tirana:,0,False
Vampira Infinite,0,False
Armadura Luminosa do Sabio de Agua,0,False
Tintura de Arma Crowly,0,False
Tintura de Traie Crowly,0,False
Aumento de EXP 1 Hora,0,False
Troca de Fichas de Arma Elemental,0,False
Armadura Inferior de Vinga.,0,False
Bracadeira de Prata de Cag.,0,False
Esconderijo Foriado nas Sombras-,0,False
Protetor Vingador Brilha,0,False
Capacete Adamas Deusa,0,False
Elmo Luminoso Autoritas:,20000000,False
Bracadeira de Ranger Respl.,0,False
Anel Resplandescente de Ra.,0,False
Escudo Péndulo-,0,False
Armadura de Placa Legendario |,0,False
Protetor 4xo Legendario:,0,False
Capacete Miragem Legendario:,0,False
Luvas Miragem Legendario |,0,False
Botas de Miragem Legendario |,0,False
Calgado Morcela Legendario,0,False
Corvo da Renuncia,0,False
Lapisia Poderosa:,0,False
Remedio da Reagao Lv1,0,False
Bastao Abencgoado,0,False
Lapis de Assalto Lv6,0,False
Luvas Brilhante:,0,False
Sussurro do Deménio-,0,False
Calga Mithril Deusa-,0,False
Presente assustador de Loca’,0,False
Protetor Dominador Resplan.,0,False
Luva Nascor,0,False
Invocador de Demonios:,0,False
"ao Gigante
Coragao Gigé",0,False
Vale de Armadura Luminosa (Superior),0,False
Naseemprion Legendario,0,False
GM Encanto Ly.2,0,False
Recreagao Doubler: LUC,5000000,False
Botas de Autoridade Brilha.,0,False
Vinganga Infinita,0,False
GM Encanto Ly.13°,200000000,False
Apsaras Legendaria:,0,False
Mirinae,0,False
Capa do Obstinado,0,False
Armadura Inferior de Tormento-,0,False
Alfa e Omega Infinitos:,0,False
Luva Contaminagao dos Sonhos,0,False
Protetor Nascor dos Sonhos,0,False
Capa da Forca,0,False
Sithneth |,0,False
Armadura Inferior Dominado.,0,False
Armadura de Imperador Resp.,0,False
Botas de Imperador Resplan.,0,False
Quadrado Cadtico Infinite”,0,False
Ragao Vermelha,0,False
Lapis Capacete DEX,0,False
Bracadeira de Ouro de Defe.,0,False
Lapis Sabio duplo Nv6_,0,False
Runa de Batalha Media (1 hora),0,False
Calgas da Autoridade Real.,0,False
Manopla de Autoridade Resp.,0,False
Caiado Mistico Atroz,0,False
Escudo Farpado Legendario,0,False
Esséncia Eterna,0,False
Esséncia Pesadelo,0,False
Esséncia de Bruxa,0,False
Esséncia Espirito,0,False
Destruidor Legendario,0,False
Caixa de Yerao,0,False
Valhalla Legendario,0,False
Javelin Espectro Legendario |,0,False
Luvas Tathar Atroz,0,False
Remedio da Vitalidade Ly3-,0,False
Echidna Infinito |,0,False
Remedio Mana Ly3-,0,False
Armadura Brilhante,0,False
Luva de Forga Bruta,0,False
Armadura Inferior de Forga.,0,False
Token de Troca de Recreagao:,5000000000,False
Floco de Neve de Eolo,0,False
Bracadeira de Ouro de Lutador,0,False
Remedio da Sabedoria Ly3_,0,False
Remedio da Reagao Lv3-,0,False
Eltaphen Atroz:,0,False
Plumas da Beleza,0,False
GM Encanto Ly.12°,50000000,False
Lapis Toxina Lv6_,0,False
Remedio Reagao Lv 3 XT,0,False
Capa Privilegiada,0,False
Nostrum Golpe Limpo-,0,False
Botas Dragao Deusa,0,False
Pogao de Cura Grande de Ay.,0,False
Calga Mithril Herdico:,0,False
Protetor Ferox:,0,False
Protetor Adamas Legendario:,0,False
Calgas do Imperador,0,False
Martelo da tragedia.,0,False
Colecionador da Luz,0,False
Lapis Sabio Duplo Ly1,0,False
Protetor Ignit,0,False
Lapis da Vida LvS_,0,False
Lapis Artesanal Duplo Nv6_,0,False
Armadura Luminosa Clerigo-,0,False
Fragmento de Lapis Veloz,0,False
Capa Imperial de Pagao,0,False
Bota Luminosa Clerigo,0,False
Protetor Adamas Deusa,10000000,False
Armadura Inferior Adamas D.,0,False
Armadura Luminosa Clerigo de Terra:,0,False
Fragmento de Lapis Sonico:,0,False
Capacete Dominador Resplan.,0,False
Fragmento de Lapis Artesanal,0,False
Fragmento de Lapis Astuto |,0,False
Pogaa Intocavel Lv3-,0,False
Fragmento de Lapis Vivido,0,False
Elmo de Festa (F),0,False
Calgas Imperial Brilha,0,False
Calgas de Imperador Brilhante |,0,False
Faisca Brilhante Infinita:,0,False
"A,Estrela de Poseidon",0,False
Praga do Po da Alquimia da Terra:,0,False
Luvas Névoa Legendario |,0,False
"A,Estrela de Hefesto",0,False
Lapis Mistico N.9°,0,False
Lapis Sabio de Capacete Ly2-,0,False
Du-Sith Deusa-,0,False
Guilhotina:,0,False
Lagrimas da Deusa,0,False
Estilhago dos Elementares,0,False
Caixa da Pedra de Mystra.,0,False
Capa Rocha,0,False
Machado Polo Atroz,0,False
Tarefa Sangrenta,0,False
Lapis Fortuna Duplo Lv3-,0,False
Luvas Treffers,0,False
Susto de Yucon Legendario:,0,False
Recompensa do Querubim,0,False
Caiado Draconico:,0,False
Vashrian,0,False
Capacete Teneran,0,False
Arco Relampago Vénia,0,False
Botas Raffiniert,0,False
Botas Dentron Yenia,0,False
Avambrago Dominador Respla.,0,False
Escudo Dracénico,0,False
Protetor Dominador Brilhante,0,False
Lapis Amaldigoamento Ly?,0,False
Bracelete de Mana Lv2,0,False
Anel Estamina Lv2-,0,False
Anel de Mana Ly2,0,False
Bracelete de Estamina Ly2_,0,False
Bau de Tesouros de Dragao,0,False
Botas Adamas Anciao,0,False
Du-Sith Legendario:,0,False
Lapis Inter,0,False
Armadura Dragao Anciao |,0,False
Lapis Fortuna Ly4,0,False
Escudo Messias Escarlate D.,0,False
Arca Eldurse-,0,False
Lamina do Culto:,0,False
Caixa da Retidao (20),0,False
Luvas Couro Yenia-,0,False
Lapis Luz da Agua Lv.1,0,False
Calgas de Autoridade Respl.,0,False
Lapis Amaldigoamento Lv6,0,False
Lapis da Sonoléncia Lv6,0,False
Dosuber,0,False
Armadura Inferior Piton Deusa-,0,False
Caixa da Retidao (15),0,False
Dual Safe Lapis Lv?,0,False
Ceu Novo Deusa,0,False
Miolnir Deusa,0,False
Pique Eterna,0,False
Luvas Eremita Deusa,0,False
Ascalao Deusa,0,False
Arkainer:,0,False
Garra Espremedora,0,False
Lapis Astucia de Capacete Ly2,0,False
Botas Dominadoras Brilhantes:,0,False
Alma de Grandieta,0,False
Bau de Tesouros Lacrado:,0,False
Arca Tempestuoso-,0,False
Relampago Atena Deusa,0,False
Dente de Dragao Titan:,0,False
Tarkin Legendario:,0,False
Rei da Montanha Atroz,0,False
Mao da Natureza,0,False
Luva Luminosa Autoritas:,0,False
Rei da Montanha Legendario,0,False
Calgas Vallum,0,False
Calgas Adamas Anciao-,0,False
Malha Luminosa Corrupta,0,False
Calgado de Forca Bruta,0,False
Chapéu Ovelha (Furia),0,False
Escudo Bowen,0,False
Calga Adamas Deusa:,200000000,False
Botas Adamas Deusa,0,False
Doce de Natal L,0,False
Arco de Burnen:,0,False
Lamina Runa Legendario,0,False
Bomba da Natureza Infinita,0,False
Transporte a Casa de Guilda:,0,False
Transporte @ Capital,0,False
Transporte a Arena,0,False
Luvas Imperiais Pacificas,0,False
Protetor Névoa Legendario,0,False
Protetor Piton Deusa,10000000,False
Capa Infinita de Guardiao |,0,False
Lapis da Fortuna de Capace.,0,False
Luvas Piton Deusa:,10000000,False
Botas Hanor Deusa,10000000,False
Armadura Imperial,0,False
Calgado Anga Venia-,0,False
Protetor Bombardeio Yenia,0,False
Facas da Morte,0,False
Machado Semente Maligina,0,False
Javelin Draconico:,0,False
Luvas Bronze Veénia-,0,False
Amuleto de Mana Nv2-,0,False
Arcubalista Deusa,0,False
Botas Tatoram Perito-,0,False
Botas Dominadoras Respland.,0,False
Besta de Grudge,0,False
Botas Adamas Herdico:,0,False
Lamina Escamosa de Prata,0,False
Amuleto Tigre Branco:,0,False
Fragmento Ira do Rei,0,False
Botas de Autoridade,0,False
O Absoluto Deusa,0,False
Lapis Fortuna Duplo Lv2-,0,False
Armadura de Placa Atroz,0,False
Triturador de Almas Herdico |,0,False
Botas Dragao Herdico,0,False
Lapis Mistico Duplo Ly3-,0,False
Protetor Axo Atroz:,0,False
Castelo de Ago Deusa,0,False
Uma prova de Luz,0,False
Poderoso Colar das Trevas:,0,False
Arco Composto Venia-,0,False
Botas Ermitao Anciao,0,False
Calgado Eremita Legendario:,0,False
Protetor Piton Legendario |,0,False
Devorador de Cadaveres Her.,0,False
Calga Hanor Atroz:,0,False
Recreagao GM: SP,0,False
Recreagao Doubler: INT,50000000,False
Armadura Inferior Lusco Atroz:,0,False
Poder da Ira do Rei,0,False
Capacete Teneran Lendario:,0,False
Caixa da Retidao (50),0,False
Capa Infinita de Lutador,0,False
Calgas Sentinela,0,False
Manopla de Imperador Brilh.,0,False
Botas de Imperador Brilhantes:,0,False
Manopla de Dignidade,0,False
Armadura do Sentinela:,0,False
Caixa do Papai Noel,0,False
Bracal Luminosa Rancor,0,False
Lapis Afortunado N. 9°,40000000,False
Avambraco de Yinganca Resp.,0,False
Anel Resplandescente de Pagao,0,False
Anel Resplandescente de Mago,0,False
Assassino Noturno,0,False
Bracadeira de Ouro de Guer.,0,False
Anel de Ouro de Guerreiro,0,False
Botas de Vinganca Resplade.,0,False
Vale de Restauragao de Personagem,0,False
Armadura Inferior Sinistra:,0,False
False,0,False
False,0,False
False,0,False
,0,False
,0,False
,0,False
,0,False
,0,False
Lapis Proibido Lv6,0,False
Floco de Neve de Demeter,700000000,False
Fogos de Artificio do Amor,0,False
Fogos de Artificio Conquista,0,False
Anel de Prata de Guerreiro,0,False
Bracadeira de Guerreiro Rara,0,False
Amuleto Normal de Pagao,0,False
[1000)Etin:,0,False
Recreagao Exchange: vViS_,0,False
Armadura Sefirot Legendario:,0,False
Ganesha Vénia,0,False
Botas Imperial Brilha:,0,False
Armadura Tathar Atroz:,0,False
Calga Tathar Atroz:,0,False
Arco Demoniaco Infinite,0,False
Calgas de Imperador Respla.,0,False
GM Encanto Ly.19°,1000000000,False
Bracal Luminoso Tirana,0,False
Capa Infinita de Guerreiro,0,False
Pergaminho Troca de Sexo,0,False
GM Encanto Ly.11,0,False
Remedio da Agilidade Lv3.,0,False
Lapis Fogo Ardente Lv.1,0,False
Anel de Ouro de Pagao-,0,False
Lapis de Assalto Lv?,0,False
Carne Corte Fino,0,False
Armadura Atrio,0,False
Estera da Vida,0,False
Martelo de Cerimonia,0,False
Dragoon Herdico,0,False
Velha Chama,0,False
Amuleto Sonico do Esquecimento,0,False
Pdé de Ouro:,0,False
Amago Maligno,0,False
Balisarda Herdica,0,False
Angurvadal Herdica:,0,False
Ficha da Orientagao:,0,False
Carne Deformada,0,False
Lapis Loact,0,False
Anel Resplandescente de Ca.,0,False
"=squecidos
Vinganga dos Esqu",0,False
Bracadeira de Ouro de Cagador,0,False
Botas Loxe Legendario:,0,False
Quadrado Cadtico Pascal:,0,False
Luva Ignota,0,False
Biscoito Natalino |,0,False
Capa do Poder,0,False
Capacete Mistico Resplande.,0,False
Calga Brilhante |,0,False
Lapis Seguro Duplo Ly1,0,False
Lapis de Absorgao Lyv4,0,False
Melrolronte,0,False
Lapis Fortuna Ly2,0,False
Lapis Resistencia Ly2-,0,False
Lapis Vigor Lv2,0,False
Lapis Proibido Ly2-,0,False
Lapis de Assalto Ly2-,0,False
Lapis Sabio Ly2-,0,False
Lapis Mistico Lv2,0,False
Lapis Seguro Ly2-,0,False
Lapis Artesanal Lv2-,0,False
Psophos Herdico:,0,False
Disparo Celestial Atroz,0,False
Bracadeira de Ouro de Mago:,0,False
Bracadeira Resplandeste de.,0,False
Nostrum Demolidor:,0,False
Espada Envoi_,0,False
Arco Barbarico |,0,False
Runa de Batalha Real (1 hora),0,False
Mudanca de facgao da conta Fury to Light,0,False
Angurvadal Legendario,0,False
Recreagao Boost: LUC,0,False
Arco de Peniténcia:,0,False
Besta Péendulo-,0,False
Phalatz Atroz,0,False
Capa do Incorruptivel,0,False
Lapis Agao,0,False
Recreagao Boost: DEX,0,False
Toque do Destruidor,0,False
Lapis Base Premium,0,False
Protetor Sinistro de Agua:,0,False
Luva Contaminagao,0,False
Calgado Piton Deusa-,0,False
Protetor Obstinado de Terra:,0,False
Armadura Brilhante de Vento:,0,False
Lapis Inteligencia Lv?,0,False
Recreagao Max: REC,0,False
Botas de chapas Atroz:,0,False
Luvas Medicus dos Sonhos:,0,False
Calgado Lusco Legendario |,0,False
Capacete Lapinirt Deusa,0,False
Capacete Anga Legendario:,0,False
Anel Reino,0,False
Recreation GM: DEX,0,False
Manto Longo Contaminagao,0,False
Botas ‘Yallum,0,False
Lapis de Assalto LvS_,0,False
Lapis Sabio LyS-,0,False
Lapis do Sono,0,False
Martelo do Caos Legendario,0,False
Caos Infinito,0,False
Inquebravel Infinito.,0,False
Pedra Invoca Dragao Azul,0,False
Armadura Luminosa Imperador de Terra:,0,False
Poderoso Anel das Trevas,0,False
Poderoso Bracelete Trevas:,0,False
Malha Luminosa Yinganga de Yento,2000000000,False
Pacote de Encanto GM +5 [20],4000000000,False
Elmo Anor Anciao,0,False
Melan Kometes Infinito,0,False
Caixa de Lapisia para Arma 1 (Nv 6 a Nv 10),0,False
Bracadeira de Ouro de Clerigo:,0,False
Remedio da Inteligencia Ly2-,0,False
Calgado Intimidante-,0,False
Calgado Eremita Atroz,0,False
Spectrum Legendario:,0,False
Guerra Infernal Atroz:,0,False
Protetor Serche Neofito:,0,False
Bracadeira de Ouro de Pagao,0,False
Capacete de Autoridade Res.,0,False
Relampago Atena Atroz,0,False
Lapis Panico Terrestre Ly.1.,0,False
Machado da Loucura,0,False
Cangao da cobra:,0,False
Calga Dragao Legendario,0,False
Remedio de Explasao S 4,0,False
Capa Infinita de Defensor,0,False
Calga Dragao Deusa,0,False
Capacete Terron Legendario,0,False
Doce de Natal D-,30000000,True
Protetor Sinistro de Terra:,0,False
Remedio de Explasao D 4,0,False
Gorro Sinistro,0,False
Capacete Eremita Deusa:,0,False
Coroa da Criagao,0,False
Capacete Inteligente,0,False
Fenix Kisyo°,0,False
Lapis do Engano Ly,0,False
Pacote de Encanto GM +10 [10],0,False
Manopla Mistica Resplandes.,0,False
Lapis Ponto Cego Lv6-,0,False
Dente Dracénico Infinito,0,False
Legiao da Condenagao Atroz,0,False
Ceu Novo Atroz:,0,False
Protetor Eremita Atroz,0,False
Ragao Azul,0,False
Racgao Amarela,0,False
Armadura Celeritas,0,False
Armadura Couro Vénia-,0,False
Anel de Ouro de Ranger,0,False
Carrancudo Estripador,0,False
GM Encanto Ly.9,0,False
Ganesha Atroz,0,False
Recreagao Boost: INT,0,False
Calga Terra Atroz:,0,False
Remedio da Vitalidade Ly2-,0,False
Golpe Mortal Infinito,0,False
Abracgo de Eira,0,False
Ceu Novo Legendario:,0,False
Malha Luminosa de Rancor de Terra:,2000000000,False
Dor Imortal Legendario,0,False
Bato de Deus Legendario,0,False
Presa Infinita:,0,False
Longinus Atroz,0,False
Lapis Mental LvS_,0,False
Escudo Nomoun,0,False
Porta Celestial Atroz,0,False
Armadura Yallum,0,False
Lapis Resistencia Ly6-,0,False
Angolmois Legendario,0,False
Luvas Dominadoras:,0,False
Naseemprion Deusa:,0,False
Armadura de Imperador,0,False
Condenagao Eterna,0,False
Provagoes Infinitas:,0,False
Capacete Metal,0,False
Arco Divino Infinito.,0,False
Premonicao Infinita:,0,False
Calgas Sensiveis:,0,False
Manopla Luminosa Clerigo:,0,False
Luvas Terra Atroz,0,False
Recreagao Exchange: STR,0,False
Amago da Luz,0,False
Calgado Contaminagao:,0,False
Guarda do Caos,0,False
Lamina da Hipocrisia:,0,False
Calgado Axo Atroz:,0,False
Luvas Neévoa Atroz,0,False
Luvas Lusco Atroz,0,False
Flambergue Atroz,0,False
Pesadelo da Cobra.,0,False
Capacete de Vinganga Respl.,0,False
Kit Reliquia Sagrada,0,False
Sincelo da Morte,0,False
Capacete Morcela,0,False
Anel Brilhante da Deusa_,0,False
Amuleto de Ouro de Pagao,0,False
Caga-Demonios Infinito:,0,False
Plumas da Nobreza,0,False
Luvas Hanor Legendario:,0,False
Armadura Hanor Legendario,0,False
Armadura Terra Atroz:,0,False
Escudo Nobre:,0,False
Luvas Celeritas:,0,False
Calgado Tentador,0,False
Manopla Luminosa do Sabio-,0,False
Lapis Seguro Duplo Ly2-,0,False
Bota Luminosa do Sabio-,0,False
Avambrago Dominador Brilhante-,0,False
Armadura Inferior Axo Lege.,0,False
Calgado Anga Legendario:,0,False
Capacete Agaton Lendario,0,False
Luvas Anga Legendario,0,False
Capacete Amaraer,0,False
Protetor Fatal de Vento:,0,False
Armadura Inferior Piton Atroz:,0,False
Guardiao |,0,False
Madris:,0,False
Calga Freya Atroz,0,False
Runas Contaminadas,0,False
Amuleto da Fortuna Heroica:,0,False
Botao de Ouro:,0,False
Tosador Fatal,0,False
Beris,0,False
Estragalhador Troll,0,False
Espinho Fantasma,0,False
Escudo Messias Escarlate H.,0,False
Angurvadal Infinito.,0,False
Capa do Juramento,0,False
Dentes de Kazee,0,False
Protetor de Vingan¢ga Respl.,0,False
Meia-Lua Venia-,0,False
Armadura Inferior Ignota d.,0,False
Botas Bronze Vénia,0,False
Calgas Celestial,0,False
Manopla de Espontaneidade,0,False
Lapis da Dor Lv?,0,False
Lamina Runa Atroz:,0,False
Lapis da Astucia Lyv4,0,False
Lapis Seguro Ly4,0,False
Lapis Artesanal Lv4-,0,False
